"","Regions","seasonyear","Date","Month","Year","Biomass","Grazing_rate","Filtration_rate","Chlorophyll","DissAmmonia","TotAmmonia","Secchi","TotPhos","DissNitrateNitrite","Temperature","TurbidityNTU","Conductivity","SAC","OUT","Index","season","SACmax_mo","OUTmax_mo","SAC_mean_var_m","OUT_mean_var_m","SAC_max_var_m","OUT_max_var_m","SACmax_s","OUTmax_s","SAC_mean_var_s","OUT_mean_var_s","SAC_max_var_s","OUT_max_var_s","SACmax_sm","OUTmax_sm","SAC_max_var_sm","OUT_max_var_sm","lagDissAmmonia","lagSecchi","lagTotPhos","lagDissNitrateNitrite","lagTemperature","lagTurbidityNTU","lagConductivity","lagSAC","lagOUT","lagSACmax_s","lagOUTmax_s","lagSAC_mean_var_s","lagOUT_mean_var_s","lagSAC_max_var_s","lagOUT_max_var_s","lagSACmax_sm","lagOUTmax_sm","lagSAC_max_var_sm","lagOUT_max_var_sm"
"681","Confluence","Autumn1984",1984-10-01,10,1984,28.6376727822789,1.94280012551087,2.46283985927599,9.587,0.0369273505555556,NA,65.2758620689655,0.105,0.143351671363636,16.8628571428571,12.709,231.678571428571,13235.4838709677,11899.3225806452,6.47,"Autumn",15800,20128,1406.45161290323,6095.90322580645,2100,12002,41200,45233,4311.95652173913,7933.60869565217,18700,21739,32558.064516129,31066.3225806452,6673.33333333333,10602.4333333333,0.0386380301515152,63.9642857142857,NA,0.116372906805556,23.4347252747253,13.313,342.514682539683,19369.8207885304,10630.7551971326,23100,17171,1644.5652173913,2483.70652173913,5200,5847,21632.2580645161,13586.2333333333,1990,3491.46666666667
"682","Confluence","Autumn1985",1985-11-01,11,1985,NA,NA,NA,3.411,0.09,NA,88.2857142857143,0.137777777777778,0.234,14.175,11.16,2663.82142857143,10417.6666666667,6889.7,9.96,"Autumn",18700,18847,3343,7402.26666666667,14500,19832,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0529285714285714,64.3599511599512,0.112222222222222,0.175606060606061,21.5229845154845,16.3921212121212,1332.09433621934,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"683","Confluence","Autumn1985",1985-10-01,10,1985,7.66714410630194,0.583780858439033,0.708859478681119,5.504,0.052,NA,69.7571428571429,NA,0.171818181818182,17.5214285714286,11.2625,1807.45714285714,9710.64516129032,3365.54838709677,9.96,"Autumn",11400,11578,1541.29032258065,4368.41935483871,2940,11213,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0529285714285714,64.3599511599512,0.112222222222222,0.175606060606061,21.5229845154845,16.3921212121212,1332.09433621934,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"684","Confluence","Autumn1985",1985-12-01,12,1985,3.16321478137041,0.0934193066527988,0.10042660377668,1.357,0.169090909090909,NA,63.6551724137931,0.139090909090909,0.39,9.93103448275862,18.8,1394.86206896552,16106.4516129032,9430.16129032258,9.96,"Autumn",30400,32564,5016.12903225806,9003.32258064516,15900,25016,30400,32564,3299.67391304348,6919.47826086957,15900,25016,16106.4516129032,9430.16129032258,5016.12903225806,9003.32258064516,0.0529285714285714,64.3599511599512,0.112222222222222,0.175606060606061,21.5229845154845,16.3921212121212,1332.09433621934,13891.9569892473,3419.49032258064,17600,6408,1759.34782608696,1886.55434782609,4100,5497,16035.4838709677,4835.38709677419,2142,2374.36666666667
"685","Confluence","Autumn1986",1986-12-01,12,1986,NA,NA,NA,1.324,0.1,NA,53.7692307692308,0.125,0.31,11.2615384615385,16.7555555555556,1156.46153846154,13109.6774193548,8986.35483870968,5.86,"Autumn",14000,11391,690.322580645161,3810.8064516129,3800,9208,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0360627705627706,37.0574092574093,0.1225,0.166212121212121,21.4136063936064,16.1182878787879,455.181734931735,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"686","Confluence","Autumn1986",1986-10-01,10,1986,0.980214164324507,0.063941713344541,0.067634777338391,4.22272727272727,0.0372727272727273,NA,45.4571428571429,0.115454545454545,0.249090909090909,17.3371428571429,14.241,309.314285714286,15445.1612903226,10608.4193548387,5.86,"Autumn",22000,14078,2222.58064516129,2747.90322580645,4800,4336,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0360627705627706,37.0574092574093,0.1225,0.166212121212121,21.4136063936064,16.1182878787879,455.181734931735,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"687","Confluence","Autumn1986",1986-11-01,11,1986,10.0160694714329,0.427853142195282,0.490787404100214,1.27818181818182,0.0790909090909091,NA,51.5428571428571,0.139090909090909,0.21,14.1171428571429,14.63,482.857142857143,12680,7731.66666666667,5.86,"Autumn",13600,9719,920,1836.8,1400,3580,22000,14078,1281.52173913043,2808.95652173913,4800,9208,15445.1612903226,10608.4193548387,2222.58064516129,3810.8064516129,0.0360627705627706,37.0574092574093,0.1225,0.166212121212121,21.4136063936064,16.1182878787879,455.181734931735,16711.1827956989,7691.03154121863,23000,20556,1681.52173913043,2752.15217391304,8300,9672,18140,10725.9333333333,2940,4988.1
"688","Confluence","Autumn1987",1987-10-01,10,1987,21.1072336475967,1.365866646589,1.94458699513217,NA,0.0659090909090909,NA,71.2777777777778,NA,0.306363636363636,19.3777777777778,14.6611111111111,2644.29166666667,9509.03225806452,3761.25806451613,4.65,"Autumn",12500,7512,1532.90322580645,2460.09677419355,2500,4731,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0470538720538721,51.4076756576757,NA,0.249393939393939,21.2821645021645,17.8533333333333,1799.26312021312,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"689","Confluence","Autumn1987",1987-12-01,12,1987,3.08586657355972,0.529433009271197,0.566591570169059,1.10818181818182,0.109090909090909,NA,53.7647058823529,0.15,0.486363636363636,10.1138888888889,17.52,2250.47222222222,15743.8709677419,9454.09677419355,4.65,"Autumn",27500,20140,6832.90322580645,7280.58064516129,12700,17254,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0470538720538721,51.4076756576757,NA,0.249393939393939,21.2821645021645,17.8533333333333,1799.26312021312,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"690","Confluence","Autumn1987",1987-11-01,11,1987,3.5851548211676,0.532205892959613,0.576225191143542,1.88954545454545,0.0845454545454545,NA,80.8939393939394,0.145,0.414545454545455,15.4444444444444,21.095,2529.29166666667,8129.33333333333,4291.03333333333,4.65,"Autumn",9010,8713,1129.33333333333,4367.63333333333,7070,18200,27500,20140,3187.17391304348,4706.41304347826,12700,18200,15743.8709677419,9454.09677419355,6832.90322580645,7280.58064516129,0.0470538720538721,51.4076756576757,NA,0.249393939393939,21.2821645021645,17.8533333333333,1799.26312021312,13735.2150537635,2744.44480286738,16400,4689,1338.04347826087,1731.19565217391,4790,5155,15141.935483871,3723.83870967742,1427,2034.2
"691","Confluence","Autumn1988",1988-11-01,11,1988,4.82099620131891,1.00199730405844,1.06725627830913,1.73090909090909,0.0787079192857143,NA,79.4166666666667,0.145454545454545,0.412789228928571,15.5613157894737,26.83,2497,11355.6666666667,6619.3,6.13,"Autumn",28900,27065,6709.66666666667,9996.43333333333,20140,26142,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0446969696969697,52.5656565656566,NA,0.238030303030303,21.6149472222222,18.0789393939394,1874.8287037037,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"692","Confluence","Autumn1988",1988-12-01,12,1988,7.87655488971222,1.88931698553463,2.1853997776522,1.02888888888889,0.135454545454545,NA,58.2,0.191818181818182,0.498181818181818,11.44,19.86,3330.07142857143,12387.7419354839,7230.93548387097,6.13,"Autumn",21200,22705,3925.16129032258,7538.48387096774,10500,18656,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0446969696969697,52.5656565656566,NA,0.238030303030303,21.6149472222222,18.0789393939394,1874.8287037037,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"693","Confluence","Autumn1988",1988-10-01,10,1988,6.45201520337352,0.701536955257093,0.796162112512507,2.026,0.064668494,NA,67.0972222222222,0.15,0.281882588666667,18.8385365853659,15.2616666666667,2195.02777777778,9314.1935483871,3141.64516129032,6.13,"Autumn",11900,4919,1560,2106.48387096774,3150,3827,28900,27065,4036.19565217391,6509.64130434783,20140,26142,12387.7419354839,7230.93548387097,6709.66666666667,9996.43333333333,0.0446969696969697,52.5656565656566,NA,0.238030303030303,21.6149472222222,18.0789393939394,1874.8287037037,13155.2329749104,2762.48315412186,16800,5706,1518.47826086957,1973.94565217391,3600,4187,14641.935483871,3731.64516129032,1719.35483870968,2171.90322580645
"694","Confluence","Autumn1989",1989-12-01,12,1989,0,0,0,1.96076923076923,0.15774136,NA,92.6060606060606,0.107272727272727,0.278186575,11.2283333333333,19.8,1954.48484848485,15396.7741935484,4399.16129032258,4.81,"Autumn",18000,6460,1980.64516129032,2838.51612903226,3400,7727,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0572974047273425,57.8785136432195,NA,0.189317826868687,21.2925327731092,14.7528333333333,879.631564513918,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"695","Confluence","Autumn1989",1989-11-01,11,1989,0,0,0,2.72272727272727,0.0991100915413435,NA,74.6666666666667,0.103636363636364,0.333636363636364,15.1424242424242,32.71,1878.12121212121,14830,5477.8,4.81,"Autumn",17700,13820,1890,4592.06666666667,3200,9930,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0572974047273425,57.8785136432195,NA,0.189317826868687,21.2925327731092,14.7528333333333,879.631564513918,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"696","Confluence","Autumn1989",1989-10-01,10,1989,0.496470402593578,0.00670530330971285,0.00682785953040078,3.13923076923077,0.0727862092857143,NA,67.4411764705882,NA,0.32421709,19.4240540540541,29.9645,1165.98529411765,14274.1935483871,4887.45161290323,4.81,"Autumn",21100,17686,4019.35483870968,7171.70967741936,10400,16370,21100,17686,2638.04347826087,4870.42391304348,10400,16370,15396.7741935484,5477.8,4019.35483870968,7171.70967741936,0.0572974047273425,57.8785136432195,NA,0.189317826868687,21.2925327731092,14.7528333333333,879.631564513918,17850.1433691756,5692.37598566308,24300,22569,3036.95652173913,4698.61956521739,8800,19789,18767.7419354839,6445.96666666667,4583.33333333333,9024
"697","Confluence","Autumn1990",1990-11-01,11,1990,8.7104451693658,2.42777187589687,2.73118324636563,1.29727272727273,0.0663636363636364,NA,83.6470588235294,0.143333333333333,0.415454545454545,13.5529411764706,18.9272727272727,2297.36363636364,7722.66666666667,4494.93333333333,4.21,"Autumn",9170,10240,1267.33333333333,3881.83333333333,3260,7386,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0529893822146229,58.0176823176823,NA,0.272336855649351,22.2907047619048,29.4348484848485,1429.68834498834,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"698","Confluence","Autumn1990",1990-12-01,12,1990,10.4850683321649,2.47224150497658,2.79097469597045,1.31785714285714,0.135454545454545,NA,101.205882352941,0.169090909090909,0.422727272727273,10.037027027027,19.4545454545455,3553.97058823529,10818.3870967742,6383.45161290323,4.21,"Autumn",12400,12656,1462.25806451613,5426.87096774194,4460,9183,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0529893822146229,58.0176823176823,NA,0.272336855649351,22.2907047619048,29.4348484848485,1429.68834498834,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"699","Confluence","Autumn1990",1990-10-01,10,1990,9.37590270604868,1.38852968163968,1.52400791143454,2.86090909090909,0.0611757507710718,NA,79.5833333333333,0.129,0.381818181818182,19.2416666666667,26.5254545454545,2727.19444444444,7620.32258064516,3405.09677419355,4.21,"Autumn",8690,5362,985.161290322581,1835.70967741935,1890,3037,12400,12656,1237.9347826087,3712.98913043478,4460,9183,10818.3870967742,6383.45161290323,1462.25806451613,5426.87096774194,0.0529893822146229,58.0176823176823,NA,0.272336855649351,22.2907047619048,29.4348484848485,1429.68834498834,12458.164874552,3625.62544802868,16000,6675,1436.63043478261,1905.64130434783,3730,3791,13838.7096774194,4460.87096774194,1678.38709677419,2125.64516129032
"700","Confluence","Autumn1991",1991-12-01,12,1991,20.574019817656,1.60560867335218,1.79282468426271,1.12071428571429,0.158260907142857,NA,114.27027027027,0.145454545454545,0.433537457857143,9.58439024390244,18.93,2167.36842105263,9259.35483870968,7622.51612903226,4.06,"Autumn",12700,18853,1769.67741935484,6536.12903225806,5300,17300,12700,18853,1710.32608695652,4859.33695652174,5300,17300,9398.06451612903,7622.51612903226,1988.06451612903,6536.12903225806,0.0718943942395939,49.665912752698,0.187,0.359077399199134,21.6920045462811,27.1118518518519,2037.61903743316,9659.01075268817,3212.3541218638,10900,5941,1196.73913043478,2351.19565217391,2280,4400,9948,3760.93333333333,1549.67741935484,2536.93333333333
"701","Confluence","Autumn1991",1991-11-01,11,1991,3.16571534003796,0.707440613171981,0.745187285182856,1.29142857142857,0.0936363636363636,NA,95.3714285714286,0.143636363636364,0.500909090909091,14.2812195121951,20.93,2431.02631578947,6958.33333333333,3909.33333333333,4.06,"Autumn",8510,6858,1362,3640.13333333333,2610,5762,12700,18853,1710.32608695652,4859.33695652174,5300,17300,9398.06451612903,7622.51612903226,1988.06451612903,6536.12903225806,0.0718943942395939,49.665912752698,0.187,0.359077399199134,21.6920045462811,27.1118518518519,2037.61903743316,9659.01075268817,3212.3541218638,10900,5941,1196.73913043478,2351.19565217391,2280,4400,9948,3760.93333333333,1549.67741935484,2536.93333333333
"702","Confluence","Autumn1991",1991-10-01,10,1991,3.34934372818236,0.630317181094223,0.693346478358432,1.99,0.0568181818181818,NA,74.1363636363636,NA,0.331818181818182,20.8545454545455,19.165,1285.76136363636,9398.06451612903,3909.09677419355,4.06,"Autumn",11800,11047,1988.06451612903,4362.41935483871,3370,9977,12700,18853,1710.32608695652,4859.33695652174,5300,17300,9398.06451612903,7622.51612903226,1988.06451612903,6536.12903225806,0.0718943942395939,49.665912752698,0.187,0.359077399199134,21.6920045462811,27.1118518518519,2037.61903743316,9659.01075268817,3212.3541218638,10900,5941,1196.73913043478,2351.19565217391,2280,4400,9948,3760.93333333333,1549.67741935484,2536.93333333333
"703","Confluence","Autumn1992",1992-12-01,12,1992,41.9621580356586,11.5464166579276,14.0144451058815,0.850714285714286,0.123363074419762,NA,89.0526315789474,0.140909090909091,0.546106950714286,10.7575609756098,17.6872727272727,2772.5,12440.3225806452,11602.7419354839,8.54,"Autumn",31500,38584,11088.064516129,16766.6129032258,26740,32051,31500,38584,4667.17391304348,7813.51086956522,26740,32051,12440.3225806452,11602.7419354839,11088.064516129,16766.6129032258,0.0428308699553069,58.2246674893734,NA,0.339625450311355,22.0430606214117,23.9818333333333,2402.70906177156,8947.15053763441,3057.75340501792,11000,5201,1156.30434782609,1745.96739130435,1970,3120,9815,3366.06666666667,1266.45161290323,2186.1
"704","Confluence","Autumn1992",1992-10-01,10,1992,22.9237974075983,6.59064215009866,7.81138910254049,1.92272727272727,0.0475672323940406,NA,81.1666666666667,NA,0.373181818181818,20.2813953488372,20.775,1994.36904761905,6645.16129032258,4350.48387096774,8.54,"Autumn",9260,12412,1718.06451612903,3081.22580645161,3830,10479,31500,38584,4667.17391304348,7813.51086956522,26740,32051,12440.3225806452,11602.7419354839,11088.064516129,16766.6129032258,0.0428308699553069,58.2246674893734,NA,0.339625450311355,22.0430606214117,23.9818333333333,2402.70906177156,8947.15053763441,3057.75340501792,11000,5201,1156.30434782609,1745.96739130435,1970,3120,9815,3366.06666666667,1266.45161290323,2186.1
"705","Confluence","Autumn1992",1992-11-01,11,1992,9.85572275474302,3.6211474776372,4.0116866033461,1.17928571428571,0.0834092,NA,87.2631578947368,0.141818181818182,0.446301337857143,16.8948780487805,22.2727272727273,1512.21052631579,6380,4125.83333333333,8.54,"Autumn",8970,11503,1079.66666666667,3452,2850,10678,31500,38584,4667.17391304348,7813.51086956522,26740,32051,12440.3225806452,11602.7419354839,11088.064516129,16766.6129032258,0.0428308699553069,58.2246674893734,NA,0.339625450311355,22.0430606214117,23.9818333333333,2402.70906177156,8947.15053763441,3057.75340501792,11000,5201,1156.30434782609,1745.96739130435,1970,3120,9815,3366.06666666667,1266.45161290323,2186.1
"706","Confluence","Autumn1993",1993-10-01,10,1993,6.32528756683894,2.17059515824437,2.41619636533772,1.53272727272727,0.0934167,NA,71.9285714285714,0.0836363636363636,0.269355377857143,18.6985106382979,16.2090909090909,887.295454545455,13819.3548387097,5117.83870967742,5.02,"Autumn",16900,11751,2174.1935483871,4782.64516129032,5500,9443,27900,25013,2758.69565217391,6347.28260869565,10600,17990,20341.935483871,12360.8387096774,5093.54838709677,8144.54838709677,0.0526048496186146,56.520096082779,0.0645454545454545,0.17726119958042,21.5628526398739,17.9187878787879,274.643308080808,18922.8673835125,8059.13799283154,25500,13423,2047.82608695652,2426.4347826087,5400,7194,21080.6451612903,9449.67741935484,2596.77419354839,3041.38709677419
"707","Confluence","Autumn1993",1993-11-01,11,1993,39.4888889690601,0.320147036839796,15.4829947555432,1.38461538461538,0.118323075714286,NA,78.7567567567568,0.154545454545455,0.326912009285714,13.9948780487805,14.8454545454545,1381.26315789474,12093.3333333333,7380.6,5.02,"Autumn",14500,16110,950,6106.9,2700,12701,27900,25013,2758.69565217391,6347.28260869565,10600,17990,20341.935483871,12360.8387096774,5093.54838709677,8144.54838709677,0.0526048496186146,56.520096082779,0.0645454545454545,0.17726119958042,21.5628526398739,17.9187878787879,274.643308080808,18922.8673835125,8059.13799283154,25500,13423,2047.82608695652,2426.4347826087,5400,7194,21080.6451612903,9449.67741935484,2596.77419354839,3041.38709677419
"708","Confluence","Autumn1993",1993-12-01,12,1993,28.6380433449304,9.13652929066602,10.9238256793227,0.738571428571429,0.158181818181818,NA,83.6315789473684,0.0827272727272727,0.354545454545455,10.1836585365854,19.73,1317.57894736842,20341.935483871,12360.8387096774,5.02,"Autumn",27900,25013,5093.54838709677,8144.54838709677,10600,17990,27900,25013,2758.69565217391,6347.28260869565,10600,17990,20341.935483871,12360.8387096774,5093.54838709677,8144.54838709677,0.0526048496186146,56.520096082779,0.0645454545454545,0.17726119958042,21.5628526398739,17.9187878787879,274.643308080808,18922.8673835125,8059.13799283154,25500,13423,2047.82608695652,2426.4347826087,5400,7194,21080.6451612903,9449.67741935484,2596.77419354839,3041.38709677419
"709","Confluence","Autumn1994",1994-12-01,12,1994,19.0949998323776,3.72844132811908,4.12121876858012,0.425,0.166363636363636,NA,75.0555555555556,0.121818181818182,0.63,8.9925,22.83,799.05,16371.2903225806,9629.48387096774,12.89,"Autumn",34600,34696,9477.09677419355,11857.5161290323,26250,32541,34600,34696,4397.71739130435,7034.5652173913,26250,32541,16371.2903225806,9629.48387096774,9477.09677419355,11857.5161290323,0.0501922221203814,64.2225239558189,0.0854545454545454,0.226969696969697,21.8996025494106,18.1227272727273,1343.42128371256,12807.4551971326,4445.07455197132,16900,10395,1626.63043478261,2409.3152173913,5240,7064,14413.3333333333,5505.93333333333,2020.96774193548,3325.53333333333
"710","Confluence","Autumn1994",1994-10-01,10,1994,2.97602273017579,1.02553297809904,1.08928711955384,1.05214285714286,0.0723304471428571,NA,84.875,0.1,0.313817246428571,18.7784615384615,24.8145454545455,1431.55102040816,8255.16129032258,3217.1935483871,12.89,"Autumn",10900,7905,1297.74193548387,3298,2450,5831,34600,34696,4397.71739130435,7034.5652173913,26250,32541,16371.2903225806,9629.48387096774,9477.09677419355,11857.5161290323,0.0501922221203814,64.2225239558189,0.0854545454545454,0.226969696969697,21.8996025494106,18.1227272727273,1343.42128371256,12807.4551971326,4445.07455197132,16900,10395,1626.63043478261,2409.3152173913,5240,7064,14413.3333333333,5505.93333333333,2020.96774193548,3325.53333333333
"711","Confluence","Autumn1994",1994-11-01,11,1994,6.67615596068904,1.27701993242177,1.34223984023016,0.605833333333333,0.164152421428571,NA,86.3421052631579,0.114545454545455,0.441730127142857,10.9073170731707,22.9645454545455,1737.02564102564,9488.66666666667,5356.16666666667,12.89,"Autumn",12000,10658,2352.33333333333,5911.96666666667,7050,14684,34600,34696,4397.71739130435,7034.5652173913,26250,32541,16371.2903225806,9629.48387096774,9477.09677419355,11857.5161290323,0.0501922221203814,64.2225239558189,0.0854545454545454,0.226969696969697,21.8996025494106,18.1227272727273,1343.42128371256,12807.4551971326,4445.07455197132,16900,10395,1626.63043478261,2409.3152173913,5240,7064,14413.3333333333,5505.93333333333,2020.96774193548,3325.53333333333
"712","Confluence","Autumn1995",1995-12-01,12,1995,2.295781604402,0.191438656646432,0.197205703850223,0.821,0.094,NA,73.1304347826087,0.135,0.471,13.2645833333333,18.59,325.729166666667,24570.9677419355,27709.0322580645,10.26,"Autumn",45600,71595,11667.7419354839,22444.064516129,29800,62445,45600,71595,5123.91304347826,9768.66304347826,29800,62445,24570.9677419355,27709.0322580645,11667.7419354839,22444.064516129,0.0451383818057419,67.4032102157102,0.0663333333333333,0.147451527222222,21.3113767951625,20.9914814814815,249.285042186354,23739.4623655914,19098.1333333333,44500,47226,4630.4347826087,6184.42391304348,22300,26919,29232.2580645161,26789.2258064516,10090.3225806452,10928.7419354839
"713","Confluence","Autumn1995",1995-11-01,11,1995,2.6453558252234,0.466001347827591,0.493678537026123,1.069,0.066,NA,86,0.131,0.321,15.69375,17.75,474.5625,12610,8383.36666666667,10.26,"Autumn",13200,11087,836.666666666667,2415.43333333333,1800,8615,45600,71595,5123.91304347826,9768.66304347826,29800,62445,24570.9677419355,27709.0322580645,11667.7419354839,22444.064516129,0.0451383818057419,67.4032102157102,0.0663333333333333,0.147451527222222,21.3113767951625,20.9914814814815,249.285042186354,23739.4623655914,19098.1333333333,44500,47226,4630.4347826087,6184.42391304348,22300,26919,29232.2580645161,26789.2258064516,10090.3225806452,10928.7419354839
"714","Confluence","Autumn1995",1995-10-01,10,1995,6.65758615920052,1.00383843110277,1.07806307915461,1.45333333333333,0.068,NA,86.0212765957447,0.074,0.254,17.920612244898,19.49,172.875,14145.1612903226,11371.3548387097,10.26,"Autumn",23600,22079,2729.03225806452,4209.29032258064,8500,9039,45600,71595,5123.91304347826,9768.66304347826,29800,62445,24570.9677419355,27709.0322580645,11667.7419354839,22444.064516129,0.0451383818057419,67.4032102157102,0.0663333333333333,0.147451527222222,21.3113767951625,20.9914814814815,249.285042186354,23739.4623655914,19098.1333333333,44500,47226,4630.4347826087,6184.42391304348,22300,26919,29232.2580645161,26789.2258064516,10090.3225806452,10928.7419354839
"715","Confluence","Autumn1996",1996-11-01,11,1996,17.6643062300416,0.654910556930145,0.802105317711886,0.905,0.137246602,NA,94.5581395348837,0.08,0.304312104,13.41,18.6,923.953488372093,15500,10035.4333333333,10.82,"Autumn",21600,18495,2930,6871.43333333333,7100,13852,96400,225094,9993.47826086957,34060.1413043478,43800,456911,58419.3548387097,84409.8709677419,25151.6129032258,90703.0967741936,0.0516666666666667,70.8921701324802,0.08,0.166666666666667,21.8339096225412,18.5066666666667,317.166501579098,19862.3655913978,8680.329390681,23200,15066,1473.91304347826,2405.44565217391,3700,6542,21303.2258064516,9592.25806451613,1820,3026.43333333333
"716","Confluence","Autumn1996",1996-12-01,12,1996,23.2509161763645,0.726844181680051,0.966631825683467,0.782,0.105,NA,60.0243902439024,0.095,0.39,11.2238095238095,16.36,269.761904761905,58419.3548387097,84409.8709677419,10.82,"Autumn",96400,225094,25151.6129032258,90703.0967741936,43800,456911,96400,225094,9993.47826086957,34060.1413043478,43800,456911,58419.3548387097,84409.8709677419,25151.6129032258,90703.0967741936,0.0516666666666667,70.8921701324802,0.08,0.166666666666667,21.8339096225412,18.5066666666667,317.166501579098,19862.3655913978,8680.329390681,23200,15066,1473.91304347826,2405.44565217391,3700,6542,21303.2258064516,9592.25806451613,1820,3026.43333333333
"717","Confluence","Autumn1996",1996-10-01,10,1996,13.0411239023958,0.928718779980624,1.04668993331909,1.49714285714286,0.075,NA,78.1875,0.075,0.255,18.8467647058824,15.72,758.75,12690.3225806452,4768.96774193548,10.82,"Autumn",14900,14422,1670.96774193548,3728.83870967742,3400,11732,96400,225094,9993.47826086957,34060.1413043478,43800,456911,58419.3548387097,84409.8709677419,25151.6129032258,90703.0967741936,0.0516666666666667,70.8921701324802,0.08,0.166666666666667,21.8339096225412,18.5066666666667,317.166501579098,19862.3655913978,8680.329390681,23200,15066,1473.91304347826,2405.44565217391,3700,6542,21303.2258064516,9592.25806451613,1820,3026.43333333333
"718","Confluence","Autumn1997",1997-11-01,11,1997,21.4302673816186,1.22924982887453,1.42011007349247,2.08857142857143,0.138844405,NA,82.1395348837209,0.1,0.3246873025,16.218085106383,11.24,1877.79069767442,14793.3333333333,10013.5333333333,13.31,"Autumn",26600,24665,4090,7204.9,13200,17245,30700,28250,4265.65217391304,6800.14130434783,13200,17245,22009.6774193548,14613.6774193548,7219.35483870968,10400.8709677419,0.07047982,66.2528857761416,0.0933333333333333,0.206419869166667,22.1955857191426,14.0533333333333,401.718393521144,17851.6129032258,7359.14516129032,21900,13987,1584.78260869565,2567.79347826087,4200,7328,20838.7096774194,9383.09677419355,2306.45161290323,3591.41935483871
"719","Confluence","Autumn1997",1997-12-01,12,1997,19.4526868402592,0.695620704368387,0.79845135981848,0.448,0.19,NA,50.8372093023256,0.135,0.48,11.7209302325581,17.6,831.619047619048,22009.6774193548,14613.6774193548,13.31,"Autumn",30700,28250,7219.35483870968,10400.8709677419,10700,16740,30700,28250,4265.65217391304,6800.14130434783,13200,17245,22009.6774193548,14613.6774193548,7219.35483870968,10400.8709677419,0.07047982,66.2528857761416,0.0933333333333333,0.206419869166667,22.1955857191426,14.0533333333333,401.718393521144,17851.6129032258,7359.14516129032,21900,13987,1584.78260869565,2567.79347826087,4200,7328,20838.7096774194,9383.09677419355,2306.45161290323,3591.41935483871
